dataType,metadata_generatedAt,metadata_generatedBy,metadata_logFileName,metadata_schemaVersion,metadata_RSUID,metadata_kind,metadata_psid,metadata_bsmSource,metadata_externalID,coreData_msgCnt,coreData_id,coreData_secMark,coreData_position_lat,coreData_position_long,coreData_elevation,coreData_accelset_accelYaw,coreData_accelset_lat,coreData_accelset_long,coreData_accelset_vert,coreData_angle,coreData_accuracy_orientation,coreData_accuracy_semiMajor,coreData_accuracy_semiMinor,coreData_transmission,coreData_speed,coreData_heading,coreData_brakes_wheelBrakes_leftFront,coreData_brakes_wheelBrakes_rightFront,coreData_brakes_wheelBrakes_unavailable,coreData_brakes_wheelBrakes_leftRear,coreData_brakes_wheelBrakes_rightRear,coreData_brakes_traction,coreData_brakes_abs,coreData_brakes_scs,coreData_brakes_brakeBoost,coreData_brakes_auxBrakes,coreData_size,part2_suve_classification,part2_suve_cd_hpmstype,part2_suve_cd_role,part2_suve_vd_height,part2_suve_vd_mass,part2_suve_vd_bumpers_front,part2_suve_vd_bumpers_rear,part2_vse_events,part2_vse_ph_crumbdata,part2_vse_pp_confidence,part2_vse_pp_radiusofcurve,part2_vse_lights,coreData_position,randomNum,metadata_generatedAt_timeOfDay
bsm,3/19/2021 0:19,rsu,2021_3_19_0_thea2.csv,1,thea2,in,32,RV,NA,34,8915715,17850,"279,523,899","-824,483,860",-226,429,18,1,48,127,"20,035",14,13,unavailable,37,"14,280",0,0,1,0,0,unavailable,unavailable,unavailable,off,unavailable,"{""width"": ""210"", ""length"": ""460""}",,,,,,,,,,,,,POINT (-82.448386 27.9523899),0.184427981,0.321388889
bsm,3/19/2021 0:19,rsu,2021_3_19_0_thea2.csv,1,thea2,in,32,RV,NA,110,8915715,38300,"279,519,330","-824,491,581",-226,-237,-19,95,49,127,"20,252",14,13,unavailable,450,"14,278",0,0,1,0,0,unavailable,unavailable,unavailable,off,unavailable,"{""width"": ""210"", ""length"": ""460""}",,,,,,,,,,,,,POINT (-82.4491581 27.951933),0.068123411,0.327222222
bsm,3/19/2021 0:18,rsu,2021_3_19_0_thea2.csv,1,thea2,in,32,RV,NA,18,8915715,50699,"279,523,988","-824,483,744",-231,9,19,-72,49,127,"20,564",16,14,unavailable,7,"14,280",0,0,1,0,0,unavailable,unavailable,unavailable,off,unavailable,"{""width"": ""210"", ""length"": ""460""}",,,,,,,,,,,,,POINT (-82.4483744 27.9523988),0.166568543,0.313888889
bsm,3/19/2021 0:18,rsu,2021_3_19_0_thea2.csv,1,thea2,in,32,RV,NA,93,8915715,58200,"279,523,973","-824,483,739",-229,0,8,-13,49,127,"20,332",16,14,unavailable,0,"14,280",0,0,1,0,0,unavailable,unavailable,unavailable,off,unavailable,"{""width"": ""210"", ""length"": ""460""}",,,,,,,,,,,,,POINT (-82.4483739 27.9523973),0.077620165,0.316111111
bsm,3/19/2021 0:48,rsu,2021_3_19_0_thea2.csv,1,thea2,in,32,RV,NA,98,8915715,5700,"279,518,546","-824,489,664",-218,26,12,-98,49,127,"23,869",15,12,unavailable,439,"28,491",0,0,1,0,0,unavailable,unavailable,unavailable,off,unavailable,"{""width"": ""210"", ""length"": ""460""}",,,,,,,,,,,,,POINT (-82.4489664 27.9518546),0.522476116,0.801388889
bsm,3/19/2021 0:48,rsu,2021_3_19_0_thea2.csv,1,thea2,in,32,RV,NA,64,8915715,15150,"279,521,023","-824,489,816",-215,-2,-8,9,49,127,"23,879",15,12,unavailable,1,"28,487",0,0,1,0,0,unavailable,unavailable,unavailable,off,unavailable,"{""width"": ""210"", ""length"": ""460""}",,,,,,,,,,,,,POINT (-82.4489816 27.9521023),0.011606046,0.804166667
bsm,3/19/2021 0:47,rsu,2021_3_19_0_thea2.csv,1,thea2,in,32,RV,NA,0,8915715,55900,"279,508,986","-824,488,861",-227,0,-8,-16,48,127,"24,924",14,11,unavailable,603,"28,448",0,0,1,0,0,unavailable,unavailable,unavailable,off,unavailable,"{""width"": ""210"", ""length"": ""460""}",,,,,,,,,,,,,POINT (-82.4488861 27.9508986),0.34910624,0.798611111
bsm,3/19/2021 0:19,rsu,2021_3_19_0_thea2.csv,1,thea2,in,32,RV,NA,121,8915715,1000,"279,523,975","-824,483,742",-230,-1,6,-12,49,127,"20,370",16,14,unavailable,0,"14,280",0,0,1,0,0,unavailable,unavailable,unavailable,off,unavailable,"{""width"": ""210"", ""length"": ""460""}",,,,,,,,,,,,,POINT (-82.4483742 27.9523975),0.677497935,0.316944444
bsm,3/19/2021 0:48,rsu,2021_3_19_0_thea2.csv,1,thea2,in,32,RV,NA,92,8915715,30800,"279,535,291","-824,490,723",-212,467,83,7,49,127,"25,326",16,12,unavailable,916,296,0,0,1,0,0,unavailable,unavailable,unavailable,off,unavailable,"{""width"": ""210"", ""length"": ""460""}",,,,,,,,,,,,,POINT (-82.4490723 27.9535291),0.6983795,0.808333333
bsm,3/19/2021 0:19,rsu,2021_3_19_0_thea2.csv,1,thea2,in,32,RV,NA,93,8915715,23800,"279,523,320","-824,484,951",-221,"1,235",-7,165,49,127,"19,712",14,13,unavailable,234,"21,145",0,0,1,0,0,unavailable,unavailable,unavailable,off,unavailable,"{""width"": ""210"", ""length"": ""460""}",,,,,,,,,,,,,POINT (-82.4484951 27.952332),0.19104758,0.323055556
bsm,3/19/2021 0:18,rsu,2021_3_19_0_thea2.csv,1,thea2,in,32,RV,NA,106,8915715,59499,"279,523,975","-824,483,741",-229,0,10,-13,49,127,"20,357",16,14,unavailable,0,"14,280",0,0,1,0,0,unavailable,unavailable,unavailable,off,unavailable,"{""width"": ""210"", ""length"": ""460""}",,,,,,,,,,,,,POINT (-82.4483741 27.9523975),0.067637515,0.316388889
bsm,3/19/2021 0:48,rsu,2021_3_19_0_thea2.csv,1,thea2,in,32,RV,NA,6,8915715,22200,"279,524,036","-824,490,079",-212,-62,-52,129,48,127,"23,867",15,11,unavailable,470,"28,467",0,0,1,0,0,unavailable,unavailable,unavailable,off,unavailable,"{""width"": ""210"", ""length"": ""460""}",,,,,,,,,,,,,POINT (-82.4490079 27.9524036),0.110597551,0.806111111
bsm,3/19/2021 0:18,rsu,2021_3_19_0_thea2.csv,1,thea2,in,32,RV,NA,45,8915715,53400,"279,523,973","-824,483,740",-229,0,7,-11,49,127,"20,386",16,14,unavailable,2,"14,280",0,0,1,0,0,unavailable,unavailable,unavailable,off,unavailable,"{""width"": ""210"", ""length"": ""460""}",,,,,,,,,,,,,POINT (-82.448374 27.9523973),0.417013581,0.314722222
bsm,3/19/2021 0:48,rsu,2021_3_19_0_thea2.csv,1,thea2,in,32,RV,NA,107,8915715,6600,"279,519,218","-824,489,711",-218,-36,1,-119,48,127,"23,874",15,12,unavailable,388,"28,492",0,0,1,0,0,unavailable,unavailable,unavailable,off,unavailable,"{""width"": ""210"", ""length"": ""460""}",,,,,,,,,,,,,POINT (-82.4489711 27.9519218),0.71790913,0.801666667
bsm,3/19/2021 0:19,rsu,2021_3_19_0_thea2.csv,1,thea2,in,32,RV,NA,25,8915715,4200,"279,523,974","-824,483,745",-229,0,8,-11,49,127,"20,386",16,13,unavailable,0,"14,280",0,0,1,0,0,unavailable,unavailable,unavailable,off,unavailable,"{""width"": ""210"", ""length"": ""460""}",,,,,,,,,,,,,POINT (-82.4483745 27.9523974),0.347358958,0.317777778
bsm,3/19/2021 0:19,rsu,2021_3_19_0_thea2.csv,1,thea2,in,32,RV,NA,83,8915715,9949,"279,524,002","-824,483,806",-225,-1,8,-13,49,127,"20,163",15,13,unavailable,0,"14,280",0,0,1,0,0,unavailable,unavailable,unavailable,off,unavailable,"{""width"": ""210"", ""length"": ""460""}",,,,,,,,,,,,,POINT (-82.4483806 27.9524002),0.937672678,0.319166667
bsm,3/19/2021 0:48,rsu,2021_3_19_0_thea2.csv,1,thea2,in,32,RV,NA,85,8915715,17250,"279,521,178","-824,489,840",-214,-11,-48,222,48,127,"23,870",15,12,unavailable,122,"28,488",0,0,1,0,0,unavailable,unavailable,unavailable,off,unavailable,"{""width"": ""210"", ""length"": ""460""}",,,,,,,,,,,,,POINT (-82.448984 27.9521178),0.47080292,0.804722222
bsm,3/19/2021 0:19,rsu,2021_3_19_0_thea2.csv,1,thea2,in,32,RV,NA,106,8915715,25099,"279,523,292","-824,485,652",-220,183,-28,92,49,127,"20,499",14,13,unavailable,303,"21,516",0,0,1,0,0,unavailable,unavailable,unavailable,off,unavailable,"{""width"": ""210"", ""length"": ""460""}",,,,,,,,,,,,,POINT (-82.4485652 27.9523292),0.548386343,0.323611111
bsm,3/19/2021 0:18,rsu,2021_3_19_0_thea2.csv,1,thea2,in,32,RV,NA,12,8915715,50099,"279,524,002","-824,483,747",-230,47,17,-72,49,127,"20,610",16,14,unavailable,2,"14,280",0,0,1,0,0,unavailable,unavailable,unavailable,off,unavailable,"{""width"": ""210"", ""length"": ""460""}",,,,,,,,,,,,,POINT (-82.4483747 27.9524002),0.772620087,0.313888889
bsm,3/19/2021 0:48,rsu,2021_3_19_0_thea2.csv,1,thea2,in,32,RV,NA,36,8915715,12300,"279,521,005","-824,489,817",-215,1,-4,-7,49,127,"23,910",15,12,unavailable,10,"28,487",0,0,1,0,0,unavailable,unavailable,unavailable,off,unavailable,"{""width"": ""210"", ""length"": ""460""}",,,,,,,,,,,,,POINT (-82.4489817 27.9521005),0.689379823,0.803333333
bsm,3/19/2021 0:19,rsu,2021_3_19_0_thea2.csv,1,thea2,in,32,RV,NA,61,8915715,20549,"279,523,616","-824,484,043",-225,"1,104",-4,123,48,127,"19,716",14,13,unavailable,93,"16,803",0,0,1,0,0,unavailable,unavailable,unavailable,off,unavailable,"{""width"": ""210"", ""length"": ""460""}",,,,,,,,,,,,,POINT (-82.4484043 27.9523616),0.750655723,0.322222222
bsm,3/19/2021 0:19,rsu,2021_3_19_0_thea2.csv,1,thea2,in,32,RV,NA,37,8915715,5400,"279,523,976","-824,483,748",-229,0,8,-12,48,127,"20,406",16,13,unavailable,0,"14,280",0,0,1,0,0,unavailable,unavailable,unavailable,off,unavailable,"{""width"": ""210"", ""length"": ""460""}",,,,,,,,,,,,,POINT (-82.4483748 27.9523976),0.848491431,0.318055556
bsm,3/19/2021 0:19,rsu,2021_3_19_0_thea2.csv,1,thea2,in,32,RV,NA,46,8915715,19049,"279,523,785","-824,483,918",-226,646,33,35,49,127,"19,912",14,13,unavailable,67,"15,767",0,0,1,0,0,unavailable,unavailable,unavailable,off,unavailable,"{""width"": ""210"", ""length"": ""460""}",,,,,,,,,,,,,POINT (-82.4483918 27.9523785),0.702052374,0.321944444
bsm,3/19/2021 0:19,rsu,2021_3_19_0_thea2.csv,1,thea2,in,32,RV,NA,15,8915715,28800,"279,523,319","-824,488,167",-220,-3,-27,-8,47,127,"21,964",14,13,unavailable,348,"21,631",0,0,1,0,0,unavailable,unavailable,unavailable,off,unavailable,"{""width"": ""210"", ""length"": ""460""}",,,,,,,,,,,,,POINT (-82.4488167 27.9523319),0.730591238,0.324444444
bsm,3/19/2021 0:18,rsu,2021_3_19_0_thea2.csv,1,thea2,in,32,RV,NA,7,8915715,49599,"279,524,010","-824,483,749",-230,55,18,-28,49,127,"20,633",16,14,unavailable,3,"14,280",0,0,1,0,0,unavailable,unavailable,unavailable,off,unavailable,"{""width"": ""210"", ""length"": ""460""}",,,,,,,,,,,,,POINT (-82.4483749 27.952401),0.608408154,0.313611111
bsm,3/19/2021 0:19,rsu,2021_3_19_0_thea2.csv,1,thea2,in,32,RV,NA,16,8915715,41700,"279,516,269","-824,491,343",-226,-83,12,12,48,127,"19,623",14,12,unavailable,524,"14,006",0,0,1,0,0,unavailable,unavailable,unavailable,off,unavailable,"{""width"": ""210"", ""length"": ""460""}",,,,,,,,,,,,,POINT (-82.4491343 27.9516269),0.539592054,0.328055556
bsm,3/19/2021 0:18,rsu,2021_3_19_0_thea2.csv,1,thea2,in,32,RV,NA,40,8915715,27300,"279,535,059","-824,484,190",-229,"-1,453",-155,-22,46,127,"26,438",16,14,unavailable,319,"16,830",0,0,1,0,0,unavailable,unavailable,unavailable,off,unavailable,"{""width"": ""210"", ""length"": ""460""}",,,,,,,,,,,,,POINT (-82.448419 27.9535059),0.952279999,0.3075
bsm,3/19/2021 0:19,rsu,2021_3_19_0_thea2.csv,1,thea2,in,32,RV,NA,53,8915715,7000,"279,523,982","-824,483,765",-228,3,7,-8,49,127,"20,404",15,13,unavailable,0,"14,280",0,0,1,0,0,unavailable,unavailable,unavailable,off,unavailable,"{""width"": ""210"", ""length"": ""460""}",,,,,,,,,,,,,POINT (-82.4483765 27.9523982),0.722251708,0.318611111
bsm,3/19/2021 0:48,rsu,2021_3_19_0_thea2.csv,1,thea2,in,32,RV,NA,37,8915715,12449,"279,521,009","-824,489,818",-214,-3,-6,-9,49,127,"23,910",15,12,unavailable,9,"28,487",0,0,1,0,0,unavailable,unavailable,unavailable,off,unavailable,"{""width"": ""210"", ""length"": ""460""}",,,,,,,,,,,,,POINT (-82.4489818 27.9521009),0.370580356,0.803333333
bsm,3/19/2021 0:19,rsu,2021_3_19_0_thea2.csv,1,thea2,in,32,RV,NA,1,8915715,14599,"279,524,009","-824,483,825",-225,51,4,29,49,127,"19,991",14,13,unavailable,13,"14,280",0,0,1,0,0,unavailable,unavailable,unavailable,off,unavailable,"{""width"": ""210"", ""length"": ""460""}",,,,,,,,,,,,,POINT (-82.4483825 27.9524009),0.656468613,0.320555556
bsm,3/19/2021 0:19,rsu,2021_3_19_0_thea2.csv,1,thea2,in,32,RV,NA,78,8915715,35099,"279,521,676","-824,491,476",-223,"-1,158",-113,89,49,127,"21,369",14,13,unavailable,359,"15,319",0,0,1,0,0,unavailable,unavailable,unavailable,off,unavailable,"{""width"": ""210"", ""length"": ""460""}",,,,,,,,,,,,,POINT (-82.4491476 27.9521676),0.716544147,0.326388889
bsm,3/19/2021 0:48,rsu,2021_3_19_0_thea2.csv,1,thea2,in,32,RV,NA,62,8915715,27800,"279,530,602","-824,490,660",-209,44,-59,130,49,127,"24,222",15,11,unavailable,803,"28,436",0,0,1,0,0,unavailable,unavailable,unavailable,off,unavailable,"{""width"": ""210"", ""length"": ""460""}",,,,,,,,,,,,,POINT (-82.449066 27.9530602),0.685033258,0.8075
bsm,3/19/2021 0:18,rsu,2021_3_19_0_thea2.csv,1,thea2,in,32,RV,NA,98,8915715,45900,"279,524,116","-824,483,749",-235,34,29,-128,49,127,"20,528",16,14,unavailable,42,"14,280",0,0,1,0,0,unavailable,unavailable,unavailable,off,unavailable,"{""width"": ""210"", ""length"": ""460""}",,,,,,,,,,,,,POINT (-82.4483749 27.9524116),0.586970581,0.3125
bsm,3/19/2021 0:48,rsu,2021_3_19_0_thea2.csv,1,thea2,in,32,RV,NA,75,8915715,3400,"279,516,529","-824,489,506",-220,-8,-10,-21,49,127,"23,707",15,12,unavailable,519,"28,425",0,0,1,0,0,unavailable,unavailable,unavailable,off,unavailable,"{""width"": ""210"", ""length"": ""460""}",,,,,,,,,,,,,POINT (-82.4489506 27.9516529),0.708502523,0.800833333
bsm,3/19/2021 0:19,rsu,2021_3_19_0_thea2.csv,1,thea2,in,32,RV,NA,124,8915715,26850,"279,523,301","-824,486,787",-220,50,-54,-31,49,127,"21,383",14,13,unavailable,323,"21,622",0,0,1,0,0,unavailable,unavailable,unavailable,off,unavailable,"{""width"": ""210"", ""length"": ""460""}",,,,,,,,,,,,,POINT (-82.4486787 27.9523301),0.305848871,0.323888889
bsm,3/19/2021 0:18,rsu,2021_3_19_0_thea2.csv,1,thea2,in,32,RV,NA,30,8915715,51900,"279,523,971","-824,483,744",-230,-3,9,-9,49,127,"20,528",16,14,unavailable,3,"14,280",0,0,1,0,0,unavailable,unavailable,unavailable,off,unavailable,"{""width"": ""210"", ""length"": ""460""}",,,,,,,,,,,,,POINT (-82.4483744 27.9523971),0.919214648,0.314166667
bsm,3/19/2021 0:47,rsu,2021_3_19_0_thea2.csv,1,thea2,in,32,RV,NA,32,8915715,59100,"279,512,339","-824,489,133",-224,-5,12,-15,49,127,"24,042",15,12,unavailable,563,"28,462",0,0,1,0,0,unavailable,unavailable,unavailable,off,unavailable,"{""width"": ""210"", ""length"": ""460""}",,,,,,,,,,,,,POINT (-82.4489133 27.9512339),0.5975958,0.799722222
bsm,3/19/2021 0:19,rsu,2021_3_19_0_thea2.csv,1,thea2,in,32,RV,NA,113,8915715,13000,"279,524,014","-824,483,827",-224,13,10,-10,49,127,"19,910",14,13,unavailable,0,"14,280",0,0,1,0,0,unavailable,unavailable,unavailable,off,unavailable,"{""width"": ""210"", ""length"": ""460""}",,,,,,,,,,,,,POINT (-82.4483827 27.9524014),0.913388693,0.32
bsm,3/19/2021 0:19,rsu,2021_3_19_0_thea2.csv,1,thea2,in,32,RV,NA,80,8915715,9700,"279,523,999","-824,483,801",-226,-1,6,-11,49,127,"20,163",15,13,unavailable,0,"14,280",0,0,1,0,0,unavailable,unavailable,unavailable,off,unavailable,"{""width"": ""210"", ""length"": ""460""}",,,,,,,,,,,,,POINT (-82.4483801 27.9523999),0.039669679,0.319166667
bsm,3/19/2021 0:19,rsu,2021_3_19_0_thea2.csv,1,thea2,in,32,RV,NA,14,8915715,3099,"279,523,976","-824,483,745",-230,0,7,-11,49,127,"20,368",16,13,unavailable,0,"14,280",0,0,1,0,0,unavailable,unavailable,unavailable,off,unavailable,"{""width"": ""210"", ""length"": ""460""}",,,,,,,,,,,,,POINT (-82.4483745 27.9523976),0.583438295,0.3175
bsm,3/19/2021 0:47,rsu,2021_3_19_0_thea2.csv,1,thea2,in,32,RV,NA,122,8915715,55300,"279,508,332","-824,488,809",-227,7,-14,-17,49,127,"25,020",14,11,unavailable,606,"28,444",0,0,1,0,0,unavailable,unavailable,unavailable,off,unavailable,"{""width"": ""210"", ""length"": ""460""}",,,,,,,,,,,,,POINT (-82.4488809 27.9508332),0.853154123,0.798611111
bsm,3/19/2021 0:48,rsu,2021_3_19_0_thea2.csv,1,thea2,in,32,RV,NA,38,8915715,25350,"279,527,416","-824,490,361",-212,7,-43,96,49,127,"24,054",15,11,unavailable,677,"28,459",0,0,1,0,0,unavailable,unavailable,unavailable,off,unavailable,"{""width"": ""210"", ""length"": ""460""}",,,,,,,,,,,,,POINT (-82.4490361 27.9527416),0.799424033,0.806944444
bsm,3/19/2021 0:48,rsu,2021_3_19_0_thea2.csv,1,thea2,in,32,RV,NA,72,8915715,28800,"279,532,058","-824,490,757",-207,185,-29,140,49,127,"24,244",15,11,unavailable,849,"28,570",0,0,1,0,0,unavailable,unavailable,unavailable,off,unavailable,"{""width"": ""210"", ""length"": ""460""}",,,,,,,,,,,,,POINT (-82.4490757 27.9532058),0.906552015,0.807777778
bsm,3/19/2021 0:19,rsu,2021_3_19_0_thea2.csv,1,thea2,in,32,RV,NA,46,8915715,31850,"279,523,130","-824,490,257",-218,"-1,160",-125,3,49,127,"21,981",14,13,unavailable,328,"20,165",0,0,1,0,0,unavailable,unavailable,unavailable,off,unavailable,"{""width"": ""210"", ""length"": ""460""}",,,,,,,,,,,,,POINT (-82.4490257 27.952313),0.48236098,0.325277778
bsm,3/19/2021 0:48,rsu,2021_3_19_0_thea2.csv,1,thea2,in,32,RV,NA,112,8915715,20000,"279,522,440","-824,489,953",-214,5,-11,-50,51,127,"23,864",15,11,unavailable,331,"28,498",0,0,1,0,0,unavailable,unavailable,unavailable,off,unavailable,"{""width"": ""210"", ""length"": ""460""}",,,,,,,,,,,,,POINT (-82.4489953 27.952244),0.394034063,0.805555556
bsm,3/19/2021 0:19,rsu,2021_3_19_0_thea2.csv,1,thea2,in,32,RV,NA,71,8915715,21549,"279,523,488","-824,484,211",-224,"1,592",54,114,48,127,"19,623",14,13,unavailable,128,"17,968",0,0,1,0,0,unavailable,unavailable,unavailable,off,unavailable,"{""width"": ""210"", ""length"": ""460""}",,,,,,,,,,,,,POINT (-82.4484211 27.9523488),0.795207451,0.3225
bsm,3/19/2021 0:19,rsu,2021_3_19_0_thea2.csv,1,thea2,in,32,RV,NA,63,8915715,33549,"279,522,563","-824,491,105",-221,"-2,306",-264,-107,50,127,"21,791",14,13,unavailable,275,"17,352",0,0,1,0,0,unavailable,unavailable,unavailable,off,unavailable,"{""width"": ""210"", ""length"": ""460""}",,,,,,,,,,,,,POINT (-82.4491105 27.9522563),0.812037618,0.325833333
bsm,3/19/2021 0:48,rsu,2021_3_19_0_thea2.csv,1,thea2,in,32,RV,NA,52,8915715,1100,"279,514,334","-824,489,304",-221,32,-11,-9,49,127,"23,785",15,12,unavailable,542,"28,445",0,0,1,0,0,unavailable,unavailable,unavailable,off,unavailable,"{""width"": ""210"", ""length"": ""460""}",,,,,,,,,,,,,POINT (-82.4489304 27.9514334),0.199804587,0.800277778
bsm,3/19/2021 0:48,rsu,2021_3_19_0_thea2.csv,1,thea2,in,32,RV,NA,58,8915715,14550,"279,521,023","-824,489,815",-215,-1,-8,7,48,127,"23,874",15,12,unavailable,2,"28,487",0,0,1,0,0,unavailable,unavailable,unavailable,off,unavailable,"{""width"": ""210"", ""length"": ""460""}",,,,,,,,,,,,,POINT (-82.4489815 27.9521023),0.604441366,0.803888889
bsm,3/19/2021 0:19,rsu,2021_3_19_0_thea2.csv,1,thea2,in,32,RV,NA,29,8915715,17350,"279,523,937","-824,483,842",-226,404,18,-8,49,127,"19,992",14,13,unavailable,29,"14,280",0,0,1,0,0,unavailable,unavailable,unavailable,off,unavailable,"{""width"": ""210"", ""length"": ""460""}",,,,,,,,,,,,,POINT (-82.4483842 27.9523937),0.898822949,0.321388889
bsm,3/19/2021 0:48,rsu,2021_3_19_0_thea2.csv,1,thea2,in,32,RV,NA,33,8915715,24900,"279,526,833","-824,490,337",-213,8,-30,62,48,127,"24,044",15,11,unavailable,621,"28,433",0,0,1,0,0,unavailable,unavailable,unavailable,off,unavailable,"{""width"": ""210"", ""length"": ""460""}",,,,,,,,,,,,,POINT (-82.4490337 27.9526833),0.220112464,0.806666667
bsm,3/19/2021 0:19,rsu,2021_3_19_0_thea2.csv,1,thea2,in,32,RV,NA,51,8915715,19549,"279,523,738","-824,483,946",-226,731,-32,18,49,127,"19,862",14,13,unavailable,64,"16,072",0,0,1,0,0,unavailable,unavailable,unavailable,off,unavailable,"{""width"": ""210"", ""length"": ""460""}",,,,,,,,,,,,,POINT (-82.4483946 27.9523738),0.177191933,0.321944444
bsm,3/19/2021 0:19,rsu,2021_3_19_0_thea2.csv,1,thea2,in,32,RV,NA,122,8915715,39499,"279,518,298","-824,491,516",-226,-87,-6,85,48,127,"20,002",14,13,unavailable,501,"14,166",0,0,1,0,0,unavailable,unavailable,unavailable,off,unavailable,"{""width"": ""210"", ""length"": ""460""}",,,,,,,,,,,,,POINT (-82.4491516 27.9518298),0.831799268,0.3275
bsm,3/19/2021 0:19,rsu,2021_3_19_0_thea2.csv,1,thea2,in,32,RV,NA,105,8915715,37800,"279,519,718","-824,491,588",-227,-208,-32,87,49,127,"20,442",14,13,unavailable,436,"14,360",0,0,1,0,0,unavailable,unavailable,unavailable,off,unavailable,"{""width"": ""210"", ""length"": ""460""}",,,,,,,,,,,,,POINT (-82.4491588 27.9519718),0.621464692,0.326944444
bsm,3/19/2021 0:48,rsu,2021_3_19_0_thea2.csv,1,thea2,in,32,RV,NA,117,8915715,20499,"279,522,766","-824,489,975",-213,15,-15,70,49,127,"23,870",15,11,unavailable,353,"28,496",0,0,1,0,0,unavailable,unavailable,unavailable,off,unavailable,"{""width"": ""210"", ""length"": ""460""}",,,,,,,,,,,,,POINT (-82.4489975 27.9522766),0.697678061,0.805555556
bsm,3/19/2021 0:18,rsu,2021_3_19_0_thea2.csv,1,thea2,in,32,RV,NA,35,8915715,52400,"279,523,974","-824,483,742",-230,0,6,-12,48,127,"20,491",16,14,unavailable,2,"14,280",0,0,1,0,0,unavailable,unavailable,unavailable,off,unavailable,"{""width"": ""210"", ""length"": ""460""}",,,,,,,,,,,,,POINT (-82.4483742 27.9523974),0.196712049,0.314444444
bsm,3/19/2021 0:47,rsu,2021_3_19_0_thea2.csv,1,thea2,in,32,RV,NA,11,8915715,57000,"279,510,161","-824,488,954",-226,2,-10,-7,48,127,"24,589",15,12,unavailable,590,"28,454",0,0,1,0,0,unavailable,unavailable,unavailable,off,unavailable,"{""width"": ""210"", ""length"": ""460""}",,,,,,,,,,,,,POINT (-82.4488954 27.9510161),0.405657175,0.799166667
bsm,3/19/2021 0:19,rsu,2021_3_19_0_thea2.csv,1,thea2,in,32,RV,NA,6,8915715,15049,"279,524,005","-824,483,824",-225,147,6,30,48,127,"19,990",14,13,unavailable,15,"14,280",0,0,1,0,0,unavailable,unavailable,unavailable,off,unavailable,"{""width"": ""210"", ""length"": ""460""}",,,,,,,,,,,,,POINT (-82.4483824 27.9524005),0.860968414,0.320833333
bsm,3/19/2021 0:47,rsu,2021_3_19_0_thea2.csv,1,thea2,in,32,RV,NA,111,8915715,54200,"279,507,135","-824,488,691",-229,26,-18,54,48,127,"24,889",14,11,unavailable,612,"28,472",0,0,1,0,0,unavailable,unavailable,unavailable,off,unavailable,"{""width"": ""210"", ""length"": ""460""}",,,,,,,,,,,,,POINT (-82.4488691 27.9507135),0.109469412,0.798333333
bsm,3/19/2021 0:18,rsu,2021_3_19_0_thea2.csv,1,thea2,in,32,RV,NA,74,8915715,56300,"279,523,975","-824,483,741",-230,-1,8,-14,49,127,"20,314",16,14,unavailable,0,"14,280",0,0,1,0,0,unavailable,unavailable,unavailable,off,unavailable,"{""width"": ""210"", ""length"": ""460""}",,,,,,,,,,,,,POINT (-82.4483741 27.9523975),0.926872965,0.315555556
bsm,3/19/2021 0:48,rsu,2021_3_19_0_thea2.csv,1,thea2,in,32,RV,NA,100,8915715,18800,"279,521,755","-824,489,892",-214,-46,-65,205,49,127,"23,849",15,11,unavailable,288,"28,432",0,0,1,0,0,unavailable,unavailable,unavailable,off,unavailable,"{""width"": ""210"", ""length"": ""460""}",,,,,,,,,,,,,POINT (-82.4489892 27.9521755),0.523050493,0.805
bsm,3/19/2021 0:19,rsu,2021_3_19_0_thea2.csv,1,thea2,in,32,RV,NA,19,8915715,3599,"279,523,973","-824,483,744",-229,1,5,-13,49,127,"20,377",16,13,unavailable,0,"14,280",0,0,1,0,0,unavailable,unavailable,unavailable,off,unavailable,"{""width"": ""210"", ""length"": ""460""}",,,,,,,,,,,,,POINT (-82.4483744 27.9523973),0.714557212,0.3175
bsm,3/19/2021 0:48,rsu,2021_3_19_0_thea2.csv,1,thea2,in,32,RV,NA,26,8915715,11300,"279,520,956","-824,489,813",-216,2,4,-78,48,127,"23,891",15,12,unavailable,10,"28,487",0,0,1,0,0,unavailable,unavailable,unavailable,off,unavailable,"{""width"": ""210"", ""length"": ""460""}",,,,,,,,,,,,,POINT (-82.4489813 27.9520956),0.813107392,0.803055556
bsm,3/19/2021 0:47,rsu,2021_3_19_0_thea2.csv,1,thea2,in,32,RV,NA,40,8915715,59900,"279,513,151","-824,489,202",-223,-13,-11,-14,49,127,"23,954",15,12,unavailable,558,"28,455",0,0,1,0,0,unavailable,unavailable,unavailable,off,unavailable,"{""width"": ""210"", ""length"": ""460""}",,,,,,,,,,,,,POINT (-82.4489202 27.9513151),0.313242217,0.799722222
bsm,3/19/2021 0:18,rsu,2021_3_19_0_thea2.csv,1,thea2,in,32,RV,NA,23,8915715,51200,"279,523,980","-824,483,745",-230,1,5,7,49,127,"20,524",16,14,unavailable,3,"14,280",0,0,1,0,0,unavailable,unavailable,unavailable,off,unavailable,"{""width"": ""210"", ""length"": ""460""}",,,,,,,,,,,,,POINT (-82.4483745 27.952398),0.352732845,0.314166667
